Date,Home_Team,Away_Team,Competition,Rankings_Weight,Venue_Country
2022-11-05,Wales,New Zealand,Autumn Nations Series 2022,0.0,Wales
2022-11-05,Ireland,South Africa,Autumn Nations Series 2022,0.0,Ireland
2022-11-05,Spain,Tonga,Men's Internationals 2022,0.0,Spain
2022-11-05,France,Australia,Autumn Nations Series 2022,0.0,France
2022-11-06,Papua New Guinea,Solomon Islands,Oceania Rugby Men’s Championship 2022,0.0,Papua New Guinea
2022-11-06,USA,Kenya,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-06,Georgia,Uruguay,Men's Internationals 2022,0.0,Georgia
2022-11-06,England,Argentina,Autumn Nations Series 2022,0.0,England
2022-11-06,Portugal,Hong Kong,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-10,Solomon Islands,Vanuatu,Oceania Rugby Men’s Championship 2022,0.0,Papua New Guinea
2022-11-10,Munster,South Africa A,Men's Internationals 2022,0.0,Ireland
2022-11-12,Cyprus,Israel,Rugby Europe International Championship 2023,0.0,Cyprus
2022-11-12,Tonga,Chile,Men's Internationals 2022,0.0,Romania
2022-11-12,Portugal,Kenya,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-12,Czechia,Moldova,Rugby Europe International Championship 2023,0.0,
2022-11-12,Italy,Australia,Autumn Nations Series 2022,0.0,Italy
2022-11-12,Ireland,Fiji,Autumn Nations Series 2022,0.0,Ireland
2022-11-12,Netherlands,Canada,Men's Internationals 2022,0.0,Netherlands
2022-11-12,Georgia,Samoa,Men's Internationals 2022,0.0,Georgia
2022-11-12,Switzerland,Lithuania,Rugby Europe International Championship 2023,0.0,Switzerland
2022-11-12,USA,Hong Kong,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-12,Spain,Namibia,Men's Internationals 2022,0.0,Spain
2022-11-12,England,Japan,Autumn Nations Series 2022,0.0,England
2022-11-12,Wales,Argentina,Autumn Nations Series 2022,0.0,Wales
2022-11-12,France,South Africa,Autumn Nations Series 2022,0.0,France
2022-11-13,Romania,Uruguay,Men's Internationals 2022,0.0,Romania
2022-11-13,Scotland,New Zealand,Autumn Nations Series 2022,0.0,Scotland
2022-11-17,Bristol Bears,South Africa A,Men's Internationals 2022,0.0,England
2022-11-18,Hong Kong,Kenya,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-18,USA,Portugal,Men's Rugby World Cup Qualifying 2021,0.0,United Arab Emirates
2022-11-19,India,Nepal,Asia Rugby Championship 2022,0.0,India
2022-11-19,Tonga,Uruguay,Men's Internationals 2022,0.0,Romania
2022-11-19,Italy,South Africa,Autumn Nations Series 2022,0.0,Italy
2022-11-19,Wales,Georgia,Autumn Nations Series 2022,0.0,Wales
2022-11-19,Canada,Namibia,Men's Internationals 2022,0.0,Netherlands
2022-11-19,French Barbarians,Fiji,Men's Internationals 2022,0.0,France
2022-11-19,Scotland,Argentina,Autumn Nations Series 2022,0.0,Scotland
2022-11-19,Romania,Samoa,Men's Internationals 2022,0.0,Romania
2022-11-19,England,New Zealand,Autumn Nations Series 2022,0.0,England
2022-11-19,Ireland,Australia,Autumn Nations Series 2022,0.0,Ireland
2022-11-20,France,Japan,Autumn Nations Series 2022,0.0,France
2022-11-22,Nepal,Bangladesh,Asia Rugby Championship 2022,0.0,India
2022-11-25,India,Bangladesh,Asia Rugby Championship 2022,0.0,India
2022-11-26,Wales,Australia,Autumn Nations Series 2022,0.0,Wales
2022-11-26,England,South Africa,Autumn Nations Series 2022,0.0,England
2022-12-10,Cayman Islands,Mexico,Men's Internationals 2022,0.0,Cayman Islands
2023-02-04,Romania,Poland,Rugby Europe International Championship 2023,0.0,Romania
2023-02-04,Wales,Ireland,Six Nations 2023,0.0,Wales
2023-02-04,England,Scotland,Six Nations 2023,0.0,England
2023-02-04,Portugal,Belgium,Rugby Europe International Championship 2023,0.0,Portugal
2023-02-05,Georgia,Germany,Rugby Europe International Championship 2023,0.0,Georgia
2023-02-05,Spain,Netherlands,Rugby Europe International Championship 2023,0.0,Spain
2023-02-05,Italy,France,Six Nations 2023,0.0,Italy
2023-02-10,Iran,Qatar,Asia Rugby Championship 2023,0.0,United Arab Emirates
2023-02-11,Poland,Portugal,Rugby Europe International Championship 2023,0.0,Poland
2023-02-11,Netherlands,Georgia,Rugby Europe International Championship 2023,0.0,Netherlands
2023-02-11,Ireland,France,Six Nations 2023,0.0,Ireland
2023-02-11,Scotland,Wales,Six Nations 2023,0.0,Scotland
2023-02-11,Belgium,Romania,Rugby Europe International Championship 2023,0.0,Belgium
2023-02-12,Germany,Spain,Rugby Europe International Championship 2023,0.0,Germany
2023-02-12,England,Italy,Six Nations 2023,0.0,England
2023-02-18,Germany,Netherlands,Rugby Europe International Championship 2023,0.0,Germany
2023-02-18,Spain,Georgia,Rugby Europe International Championship 2023,0.0,Spain
2023-02-18,Poland,Belgium,Rugby Europe International Championship 2023,0.0,Poland
2023-02-19,Portugal,Romania,Rugby Europe International Championship 2023,0.0,Portugal
2023-02-25,Botswana,Eswatini,Men's Internationals 2023,0.0,Botswana
2023-02-25,Italy,Ireland,Six Nations 2023,0.0,Italy
2023-02-25,Wales,England,Six Nations 2023,0.0,Wales
2023-02-26,France,Scotland,Six Nations 2023,0.0,France
2023-03-04,Netherlands,Belgium,Rugby Europe International Championship 2023,0.0,Netherlands
2023-03-04,Portugal,Spain,Rugby Europe International Championship 2023,0.0,Portugal
2023-03-05,Georgia,Romania,Rugby Europe International Championship 2023,0.0,Georgia
2023-03-05,Poland,Germany,Rugby Europe International Championship 2023,0.0,Poland
2023-03-11,Ukraine,Switzerland,Rugby Europe International Championship 2023,0.0,Croatia
2023-03-11,Italy,Wales,Six Nations 2023,0.0,Italy
2023-03-11,England,France,Six Nations 2023,0.0,England
2023-03-12,Scotland,Ireland,Six Nations 2023,0.0,Scotland
2023-03-18,Scotland,Italy,Six Nations 2023,0.0,Scotland
2023-03-18,Ukraine,Sweden,Rugby Europe International Championship 2023,0.0,Croatia
2023-03-18,France,Wales,Six Nations 2023,0.0,France
2023-03-18,Ireland,England,Six Nations 2023,0.0,Ireland
2023-03-19,Belgium,Poland,Rugby Europe International Championship 2023,0.0,Netherlands
2023-03-19,Netherlands,Germany,Rugby Europe International Championship 2023,0.0,Netherlands
2023-03-19,Romania,Spain,Rugby Europe International Championship 2023,0.0,Spain
2023-03-19,Georgia,Portugal,Rugby Europe International Championship 2023,0.0,Spain
2023-03-25,Lithuania,Croatia,Rugby Europe International Championship 2023,0.0,Lithuania
2023-03-25,Malta,Cyprus,Rugby Europe International Championship 2023,0.0,Malta
2023-04-01,Lithuania,Sweden,Rugby Europe International Championship 2023,0.0,Lithuania
2023-04-01,Kosovo,Austria,Rugby Europe International Championship 2023,0.0,Kosovo
2023-04-01,Croatia,Switzerland,Rugby Europe International Championship 2023,0.0,Croatia
2023-04-22,Israel,Slovenia,Rugby Europe International Championship 2023,0.0,Israel
2023-04-22,Austria,Kosovo,Rugby Europe International Championship 2023,0.0,Austria
2023-04-22,Andorra,Finland,Rugby Europe International Championship 2023,0.0,Andorra
2023-04-29,Latvia,Czechia,Rugby Europe International Championship 2023,0.0,Latvia
2023-04-29,Bosnia & Herzegovina,Serbia,Rugby Europe International Championship 2023,0.0,Bosnia and Herzegovina
2023-04-29,Bulgaria,Slovenia,Rugby Europe International Championship 2023,0.0,Bulgaria
2023-04-29,Andorra,Norway,Rugby Europe International Championship 2023,0.0,Andorra
2023-04-30,Qatar,India,Asia Rugby Championship 2023,0.0,Qatar
2023-05-03,Junior Japan,Fiji Warriors,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-03,Manuma Samoa,Tonga A,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-03,India,Kazakhstan,Asia Rugby Championship 2023,0.0,Qatar
2023-05-05,Jordan,Lebanon,Men's Internationals 2023,0.0,Jordan
2023-05-06,Hungary,Latvia,Rugby Europe International Championship 2023,0.0,Hungary
2023-05-06,Qatar,Kazakhstan,Asia Rugby Championship 2023,0.0,Qatar
2023-05-08,Tonga A,Junior Japan,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-08,Manuma Samoa,Fiji Warriors,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-13,Fiji Warriors,Tonga A,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-13,Manuma Samoa,Junior Japan,World Rugby Pacific Challenge 2023,0.0,Samoa
2023-05-13,Cyprus,Bulgaria,Rugby Europe International Championship 2023,0.0,Cyprus
2023-05-13,Norway,Denmark,Rugby Europe International Championship 2023,0.0,Norway
2023-05-26,Lebanon,Jordan,Men's Internationals 2023,0.0,Lebanon
2023-05-27,Czechia,Israel,Rugby Europe Conference 2023,0.0,Czech Republic
2023-06-03,Malaysia,Korea,Asia Rugby Championship 2023,0.0,Malaysia
2023-06-03,Trinidad & Tobago,Barbados,Men's Internationals 2023,0.0,Trinidad & Tobago
2023-06-10,Hong Kong China,Malaysia,Asia Rugby Championship 2023,0.0,Hong Kong China
2023-06-17,Hong Kong China,Korea,Asia Rugby Championship 2023,0.0,Hong Kong China
2023-07-04,Pakistan,United Arab Emirates,Asia Rugby Championship 2023,0.0,Pakistan
2023-07-08,Japan XV,All Blacks XV,Men's Internationals 2023,0.0,Japan
2023-07-08,Pakistan,United Arab Emirates,Asia Rugby Championship 2023,0.0,Pakistan
2023-07-08,South Africa,Australia,The Rugby Championship 2023,0.0,South Africa
2023-07-08,Argentina,New Zealand,The Rugby Championship 2023,0.0,Argentina
2023-07-14,Tonga,Australia A,Men's Internationals 2023,0.0,Tonga
2023-07-15,New Zealand,South Africa,The Rugby Championship 2023,0.0,New Zealand
2023-07-15,Japan,All Blacks XV,Men's Internationals 2023,0.0,Japan
2023-07-15,Australia,Argentina,The Rugby Championship 2023,0.0,Australia
2023-07-22,Fiji,Tonga,Men's Internationals 2023,0.0,Fiji
2023-07-22,Japan,Samoa,Men's Internationals 2023,0.0,Japan
2023-07-29,Samoa,Fiji,Men's Internationals 2023,0.0,Samoa
2023-07-29,Australia,New Zealand,Men's Internationals 2023,0.0,Australia
2023-07-29,Japan,Tonga,Men's Internationals 2023,0.0,Japan
2023-07-29,Scotland,Italy,Summer Nations Series 2023,0.0,Scotland
2023-07-29,South Africa,Argentina,Men's Internationals 2023,0.0,South Africa
2023-07-29,Namibia,Argentina XV,Men's Internationals 2023,0.0,Uruguay
2023-07-29,Uruguay,Chile,Men's Internationals 2023,0.0,Uruguay
2023-08-05,Samoa,Tonga,Men's Internationals 2023,0.0,Samoa
2023-08-05,New Zealand,Australia,Men's Internationals 2023,0.0,New Zealand
2023-08-05,Japan,Fiji,Men's Internationals 2023,0.0,Japan
2023-08-05,Scotland,France,Summer Nations Series 2023,0.0,Scotland
2023-08-05,Wales,England,Summer Nations Series 2023,0.0,Wales
2023-08-05,Romania,USA,Men's Internationals 2023,0.0,Romania
2023-08-05,Uruguay,Namibia,Men's Internationals 2023,0.0,Uruguay
2023-08-05,Ireland,Italy,Summer Nations Series 2023,0.0,Ireland
2023-08-05,Argentina,South Africa,Men's Internationals 2023,0.0,Argentina
2023-08-05,Chile,Argentina XV,Men's Internationals 2023,0.0,Chile
2023-08-10,Tonga,Canada,Men's Internationals 2023,0.0,Tonga
2023-08-12,Georgia,Romania,Men's Internationals 2023,0.0,Georgia
2023-08-12,England,Wales,Summer Nations Series 2023,0.0,England
2023-08-12,France,Scotland,Summer Nations Series 2023,0.0,France
2023-08-12,Portugal,USA,Men's Internationals 2023,0.0,Portugal
2023-08-12,Chile,Namibia,Men's Internationals 2023,0.0,Chile
2023-08-15,Tonga,Canada,Men's Internationals 2023,0.0,Tonga
2023-08-18,Samoa,Barbarians,Men's Internationals 2023,0.0,France
2023-08-18,Uruguay,Argentina XV,Men's Internationals 2023,0.0,Uruguay
2023-08-19,Georgia,USA,Men's Internationals 2023,0.0,Georgia
2023-08-19,Wales,South Africa,Summer Nations Series 2023,0.0,Wales
2023-08-19,Ireland,England,Summer Nations Series 2023,0.0,Ireland
2023-08-19,Italy,Romania,Summer Nations Series 2023,0.0,Italy
2023-08-19,France,Fiji,Summer Nations Series 2023,0.0,France
2023-08-19,Brazil,Chile XV,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-08-19,Paraguay,Colombia,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-08-23,Brazil,Colombia,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-08-23,Paraguay,Chile XV,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-08-25,New Zealand,South Africa,Men's Internationals 2023,0.0,England
2023-08-26,England,Fiji,Summer Nations Series 2023,0.0,England
2023-08-26,Italy,Japan,Summer Nations Series 2023,0.0,Italy
2023-08-26,Scotland,Georgia,Summer Nations Series 2023,0.0,Scotland
2023-08-26,Portugal,Australia A,Men's Internationals 2023,0.0,France
2023-08-26,Ireland,Samoa,Summer Nations Series 2023,0.0,France
2023-08-26,Spain,Argentina,Men's Internationals 2023,0.0,Spain
2023-08-26,Chile,Argentina XV,Men's Internationals 2023,0.0,Chile
2023-08-27,France,Australia,Summer Nations Series 2023,0.0,France
2023-08-27,Colombia,Chile XV,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-08-27,Paraguay,Brazil,Sudamericano Cuatro Naciones 2023,0.0,Paraguay
2023-09-08,France,New Zealand,Men's Rugby World Cup 2023,0.0,France
2023-09-09,Italy,Namibia,Men's Rugby World Cup 2023,0.0,France
2023-09-09,Ireland,Romania,Men's Rugby World Cup 2023,0.0,France
2023-09-09,Australia,Georgia,Men's Rugby World Cup 2023,0.0,France
2023-09-09,England,Argentina,Men's Rugby World Cup 2023,0.0,France
2023-09-10,Japan,Chile,Men's Rugby World Cup 2023,0.0,France
2023-09-10,South Africa,Scotland,Men's Rugby World Cup 2023,0.0,France
2023-09-10,Wales,Fiji,Men's Rugby World Cup 2023,0.0,France
2023-09-14,France,Uruguay,Men's Rugby World Cup 2023,0.0,France
2023-09-15,New Zealand,Namibia,Men's Rugby World Cup 2023,0.0,France
2023-09-16,Samoa,Chile,Men's Rugby World Cup 2023,0.0,France
2023-09-16,Wales,Portugal,Men's Rugby World Cup 2023,0.0,France
2023-09-16,Ireland,Tonga,Men's Rugby World Cup 2023,0.0,France
2023-09-17,South Africa,Romania,Men's Rugby World Cup 2023,0.0,France
2023-09-17,Australia,Fiji,Men's Rugby World Cup 2023,0.0,France
2023-09-17,England,Japan,Men's Rugby World Cup 2023,0.0,France
2023-09-20,Italy,Uruguay,Men's Rugby World Cup 2023,0.0,France
2023-09-21,France,Namibia,Men's Rugby World Cup 2023,0.0,France
2023-09-22,Argentina,Samoa,Men's Rugby World Cup 2023,0.0,France
2023-09-23,Georgia,Portugal,Men's Rugby World Cup 2023,0.0,France
2023-09-23,England,Chile,Men's Rugby World Cup 2023,0.0,France
2023-09-23,South Africa,Ireland,Men's Rugby World Cup 2023,0.0,France
2023-09-24,Scotland,Tonga,Men's Rugby World Cup 2023,0.0,France
2023-09-24,Wales,Australia,Men's Rugby World Cup 2023,0.0,France
2023-09-27,Uruguay,Namibia,Men's Rugby World Cup 2023,0.0,France
2023-09-28,Japan,Samoa,Men's Rugby World Cup 2023,0.0,France
2023-09-29,New Zealand,Italy,Men's Rugby World Cup 2023,0.0,France
2023-09-30,Denmark,Andorra,Rugby Europe Conference 2024,0.0,Denmark
2023-09-30,Austria,Hungary,Rugby Europe Conference 2024,0.0,Austria
2023-09-30,Turkey,Moldova,Rugby Europe Conference 2024,0.0,Turkey
2023-09-30,Argentina,Chile,Men's Rugby World Cup 2023,0.0,France
2023-09-30,Fiji,Georgia,Men's Rugby World Cup 2023,0.0,France
2023-09-30,Scotland,Romania,Men's Rugby World Cup 2023,0.0,France
2023-10-01,Australia,Portugal,Men's Rugby World Cup 2023,0.0,France
2023-10-01,South Africa,Tonga,Men's Rugby World Cup 2023,0.0,France
2023-10-05,New Zealand,Uruguay,Men's Rugby World Cup 2023,0.0,France
2023-10-06,France,Italy,Men's Rugby World Cup 2023,0.0,France
2023-10-07,Moldova,Serbia,Rugby Europe Conference 2024,0.0,"Moldova, Republic of"
2023-10-07,Finland,Denmark,Rugby Europe Conference 2024,0.0,Finland
2023-10-07,Wales,Georgia,Men's Rugby World Cup 2023,0.0,France
2023-10-07,England,Samoa,Men's Rugby World Cup 2023,0.0,France
2023-10-07,Ireland,Scotland,Men's Rugby World Cup 2023,0.0,France
2023-10-08,Japan,Argentina,Men's Rugby World Cup 2023,0.0,France
2023-10-08,Tonga,Romania,Men's Rugby World Cup 2023,0.0,France
2023-10-08,Fiji,Portugal,Men's Rugby World Cup 2023,0.0,France
2023-10-14,Bosnia & Herzegovina,Luxembourg,Rugby Europe Conference 2024,0.0,Bosnia and Herzegovina
2023-10-14,Hungary,Slovenia,Rugby Europe Conference 2024,0.0,Hungary
2023-10-14,Wales,Argentina,Men's Rugby World Cup 2023,0.0,France
2023-10-14,Ireland,New Zealand,Men's Rugby World Cup 2023,0.0,France
2023-10-15,England,Fiji,Men's Rugby World Cup 2023,0.0,France
2023-10-15,France,South Africa,Men's Rugby World Cup 2023,0.0,France
2023-10-20,Argentina,New Zealand,Men's Rugby World Cup 2023,0.0,France
2023-10-21,Finland,Latvia,Rugby Europe Conference 2024,0.0,Finland
2023-10-21,Slovenia,Bosnia & Herzegovina,Rugby Europe Conference 2024,0.0,Slovenia
2023-10-21,England,South Africa,Men's Rugby World Cup 2023,0.0,France
2023-10-27,Argentina,England,Men's Rugby World Cup 2023,0.0,France
2023-10-28,Sweden,Czechia,Rugby Europe Trophy 2024,0.0,Sweden
2023-10-28,Bulgaria,Turkey,Rugby Europe Conference 2024,0.0,Bulgaria
2023-10-28,Uganda,Zambia,Victoria Cup 2023,0.0,Uganda
2023-10-28,New Zealand,South Africa,Men's Rugby World Cup 2023,0.0,France
2023-11-01,Kenya,Zambia,Victoria Cup 2023,0.0,Uganda
2023-11-04,Czechia,Croatia,Rugby Europe Trophy 2024,0.0,Czech Republic
2023-11-04,Malta,Cyprus,Rugby Europe Conference 2024,0.0,Malta
2023-11-04,Ukraine,Lithuania,Rugby Europe Trophy 2024,0.0,Croatia
2023-11-04,Switzerland,Sweden,Rugby Europe Trophy 2024,0.0,Switzerland
2023-11-04,Luxembourg,Austria,Rugby Europe Conference 2024,0.0,Luxembourg
2023-11-05,Uganda,Kenya,Elgon Cup 2023,0.0,Uganda
2023-11-11,Latvia,Norway,Rugby Europe Conference 2024,0.0,Latvia
2023-11-11,Lithuania,Switzerland,Rugby Europe Trophy 2024,0.0,Lithuania
2023-11-11,Kenya,Uganda,Elgon Cup 2023,0.0,Kenya
2023-11-11,Ukraine,Croatia,Rugby Europe Trophy 2024,0.0,Croatia
2023-11-11,USA,Brazil,La Vila International Rugby Cup 2023,0.0,Spain
2023-11-11,Spain,Canada,La Vila International Rugby Cup 2023,0.0,Spain
2023-11-14,Hong Kong China,Germany,Men's Internationals 2023,0.0,Hong Kong China
2023-11-18,Hong Kong China,Germany,Men's Internationals 2023,0.0,Hong Kong China
2023-11-18,Croatia,Sweden,Rugby Europe Trophy 2024,0.0,Croatia
2023-11-18,Brazil,Canada,La Vila International Rugby Cup 2023,0.0,Spain
2023-11-18,Spain,USA,La Vila International Rugby Cup 2023,0.0,Spain
2023-11-22,Tunisia,Uganda,Men's Internationals 2023,0.0,Tunisia
2023-11-25,Czechia,Lithuania,Rugby Europe Trophy 2024,0.0,Czech Republic
2023-11-27,Tunisia,Uganda,Men's Internationals 2023,0.0,Tunisia
2023-12-03,Kosovo,Montenegro,Rugby Europe Development 2024,0.0,Kosovo
2024-02-02,France,Ireland,Six Nations 2024,0.0,France
2024-02-03,Netherlands,Spain,Rugby Europe International Championship 2024,0.0,Netherlands
2024-02-03,Algeria,Senegal,Men's Internationals 2024,0.0,France
2024-02-03,Italy,England,Six Nations 2024,0.0,Italy
2024-02-03,Wales,Scotland,Six Nations 2024,0.0,Wales
2024-02-03,Belgium,Portugal,Rugby Europe International Championship 2024,0.0,Belgium
2024-02-04,Germany,Georgia,Rugby Europe International Championship 2024,0.0,Germany
2024-02-04,Poland,Romania,Rugby Europe International Championship 2024,0.0,Poland
2024-02-10,Georgia,Netherlands,Rugby Europe International Championship 2024,0.0,Georgia
2024-02-10,Romania,Belgium,Rugby Europe International Championship 2024,0.0,Romania
2024-02-10,Scotland,France,Six Nations 2024,0.0,Scotland
2024-02-10,England,Wales,Six Nations 2024,0.0,England
2024-02-10,Portugal,Poland,Rugby Europe International Championship 2024,0.0,Portugal
2024-02-11,Spain,Germany,Rugby Europe International Championship 2024,0.0,Spain
2024-02-11,Ireland,Italy,Six Nations 2024,0.0,Ireland
2024-02-17,Georgia,Spain,Rugby Europe International Championship 2024,0.0,Georgia
2024-02-17,Romania,Portugal,Rugby Europe International Championship 2024,0.0,Romania
2024-02-17,Belgium,Poland,Rugby Europe International Championship 2024,0.0,Belgium
2024-02-18,Netherlands,Germany,Rugby Europe International Championship 2024,0.0,Netherlands
2024-02-24,Ireland,Wales,Six Nations 2024,0.0,Ireland
2024-02-24,Scotland,England,Six Nations 2024,0.0,Scotland
2024-02-25,England A,Portugal,Men's Internationals 2024,0.0,England
2024-02-25,France,Italy,Six Nations 2024,0.0,France
2024-03-02,Georgia,Romania,Rugby Europe International Championship 2024,0.0,Georgia
2024-03-02,Netherlands,Poland,Rugby Europe International Championship 2024,0.0,Netherlands
2024-03-02,Belgium,Germany,Rugby Europe International Championship 2024,0.0,Belgium
2024-03-03,Portugal,Spain,Rugby Europe International Championship 2024,0.0,Portugal
2024-03-09,Czechia,Switzerland,Rugby Europe Trophy 2024,0.0,Czech Republic
2024-03-09,Italy,Scotland,Six Nations 2024,0.0,Italy
2024-03-09,England,Ireland,Six Nations 2024,0.0,England
2024-03-10,Wales,France,Six Nations 2024,0.0,Wales
2024-03-16,Croatia,Lithuania,Rugby Europe Trophy 2024,0.0,Croatia
2024-03-16,Wales,Italy,Six Nations 2024,0.0,Wales
2024-03-16,Ireland,Scotland,Six Nations 2024,0.0,Ireland
2024-03-16,France,England,Six Nations 2024,0.0,France
2024-03-17,Poland,Belgium,Rugby Europe International Championship 2024,0.0,France
2024-03-17,Netherlands,Germany,Rugby Europe International Championship 2024,0.0,France
2024-03-17,Romania,Spain,Rugby Europe International Championship 2024,0.0,France
2024-03-17,Georgia,Portugal,Rugby Europe International Championship 2024,0.0,France
2024-03-23,Lithuania,Sweden,Rugby Europe Trophy 2024,0.0,Lithuania
2024-03-23,Ukraine,Czechia,Rugby Europe Trophy 2024,0.0,Czech Republic
2024-03-23,Switzerland,Croatia,Rugby Europe Trophy 2024,0.0,Switzerland
2024-03-24,Albania,Montenegro,Men's Internationals 2024,0.0,Albania
2024-04-06,Sweden,Ukraine,Rugby Europe Trophy 2024,0.0,Sweden
2024-04-06,Hungary,Luxembourg,Rugby Europe Conference 2024,0.0,Hungary
2024-04-06,Austria,Bosnia & Herzegovina,Rugby Europe Conference 2024,0.0,Austria
2024-04-10,Tonga A,Fiji Warriors,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-10,Manuma Samoa,Japan XV,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-13,Denmark,Norway,Rugby Europe Conference 2024,0.0,Denmark
2024-04-13,Slovenia,Austria,Rugby Europe Conference 2024,0.0,Slovenia
2024-04-13,Serbia,Turkey,Rugby Europe Conference 2024,0.0,Serbia
2024-04-13,Switzerland,Ukraine,Rugby Europe Trophy 2024,0.0,Switzerland
2024-04-14,Montenegro,Kosovo,Rugby Europe Development 2024,0.0,Montenegro
2024-04-15,Fiji Warriors,Japan XV,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-15,Manuma Samoa,Tonga A,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-20,Japan XV,Tonga A,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-20,Manuma Samoa,Fiji Warriors,World Rugby Pacific Challenge 2024,0.0,Samoa
2024-04-20,Latvia,Denmark,Rugby Europe Conference 2024,0.0,Latvia
2024-04-20,Bosnia & Herzegovina,Hungary,Rugby Europe Conference 2024,0.0,Bosnia and Herzegovina
2024-04-20,Bulgaria,Serbia,Rugby Europe Conference 2024,0.0,Bulgaria
2024-04-20,Luxembourg,Slovenia,Rugby Europe Conference 2024,0.0,Luxembourg
2024-04-27,Trinidad & Tobago,Guyana,Rugby Americas North Championship  2024,0.0,Trinidad & Tobago
2024-04-30,Qatar,Kazakhstan,Asia Rugby Championship 2024,0.0,Sri Lanka
2024-04-30,Sri Lanka,India,Asia Rugby Championship 2024,0.0,Sri Lanka
2024-05-04,Qatar,India,Asia Rugby Championship 2024,0.0,Sri Lanka
2024-05-04,Cyprus,Malta,Rugby Europe Conference 2024,0.0,Cyprus
2024-05-04,Norway,Andorra,Rugby Europe Conference 2024,0.0,Norway
2024-05-04,Moldova,Bulgaria,Rugby Europe Conference 2024,0.0,"Moldova, Republic of"
2024-05-04,Kazakhstan,Sri Lanka,Asia Rugby Championship 2024,0.0,Sri Lanka
2024-05-04,Bermuda,Cayman Islands,Men's Internationals 2024,0.0,Bermuda
2024-05-11,Norway,Finland,Rugby Europe Conference 2024,0.0,Norway
2024-05-18,Barbados,St Vincent and the Grenadines,Rugby Americas North Championship  2024,0.0,Barbados
2024-05-18,Jamaica,Bermuda,Rugby Americas North Championship  2024,0.0,Jamaica
2024-05-25,Luxembourg,Moldova,Rugby Europe Conference 2024,0.0,Luxembourg
2024-05-31,Cayman Islands,Mexico,Rugby Americas North Championship  2024,0.0,Cayman Islands
2024-06-01,Hong Kong China,United Arab Emirates,Asia Rugby Championship 2024,0.0,Hong Kong China
2024-06-01,Bermuda,Bahamas,Rugby Americas North Championship  2024,0.0,Bermuda
2024-06-02,Korea,Malaysia,Asia Rugby Championship 2024,0.0,Korea
2024-06-08,Malaysia,Hong Kong China,Asia Rugby Championship 2024,0.0,Malaysia
2024-06-08,St Lucia,Barbados,Rugby Americas North Championship  2024,0.0,Saint Lucia
2024-06-09,United Arab Emirates,Korea,Asia Rugby Championship 2024,0.0,United Arab Emirates
2024-06-21,United Arab Emirates,Malaysia,Asia Rugby Championship 2024,0.0,United Arab Emirates
2024-06-22,Japan,England,Men's Internationals 2024,0.0,Japan
2024-06-22,Hong Kong China,Korea,Asia Rugby Championship 2024,0.0,Hong Kong China
2024-06-22,South Africa,Wales,Men's Internationals 2024,0.0,England
2024-06-22,Barbarians,Fiji,Men's Internationals 2024,0.0,England
2024-06-22,Guyana,Trinidad & Tobago,Rugby Americas North Championship  2024,0.0,Guyana
2024-06-29,Singapore,Thailand,Unions Cup 2024,0.0,Singapore
2024-06-29,Japan XV,Maori All Blacks,Men's Internationals 2024,0.0,Japan
2024-06-29,Bahamas,Jamaica,Rugby Americas North Championship  2024,0.0,Bahamas
2024-07-05,Samoa,Italy,Men's Internationals 2024,0.0,Samoa
2024-07-05,Singapore,Chinese Taipei,Unions Cup 2024,0.0,Singapore
2024-07-05,Georgia,Fiji,Men's Internationals 2024,0.0,Georgia
2024-07-05,USA,Romania,Men's Internationals 2024,0.0,United States
2024-07-06,New Zealand,England,Men's Internationals 2024,0.0,New Zealand
2024-07-06,Japan XV,Maori All Blacks,Men's Internationals 2024,0.0,Japan
2024-07-06,Australia,Wales,Men's Internationals 2024,0.0,Australia
2024-07-06,South Africa,Ireland,Men's Internationals 2024,0.0,South Africa
2024-07-06,Argentina,France,Men's Internationals 2024,0.0,Argentina
2024-07-06,Chile,Hong Kong China,Men's Internationals 2024,0.0,Chile
2024-07-06,Canada,Scotland,Men's Internationals 2024,0.0,Canada
